exon	region	chrom	start	end	strand	direction
exon462_MN1	exon	chr22	28192751	28197486	-	forward
exon462_MN1	5p	chr22	28197487	28211510	-	reverse
exon462_MN1	3p	chr22	28178727	28192750	-	forward
exon463_TCF20	exon	chr22	42605657	42611347	-	forward
exon463_TCF20	5p	chr22	42611348	42614075	-	reverse
exon463_TCF20	3p	chr22	42602929	42605656	-	forward
exon464_CELSR1	exon	chr22	46929524	46933067	-	forward
exon464_CELSR1	5p	chr22	46933068	46968111	-	reverse
exon464_CELSR1	3p	chr22	46894480	46929523	-	forward
exon465_TBC1D22A	exon	chr22	47569141	47571342	+	forward
exon465_TBC1D22A	5p	chr22	47563237	47569140	+	forward
exon465_TBC1D22A	3p	chr22	47571343	47577246	+	reverse
