exon	gene	chrom	exon_type	strand	exon_len	exon_start	exon_end	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	intergenic_5p_len	intergenic_3p_len	5p_end	5p_elements	3p_end	3p_elements	rec_region_start	rec_region_end	avg_rec_rate	numbp50	numbp75	length_5p	length_3p	divergence
NC_000013.10-110434389-110438914	IRS2	NC_000013.10	protein_coding	-	4525	110434389	110438914	110438915	110706197	110408656	110434388	267283	25733	NA	none	NA	none	110432850	110439337	1.3543185286792454	3714	17806	267283	25733	0.0
NC_000013.10-112721913-112726020	SOX1	NC_000013.10	protein_coding	+	4107	112721913	112726020	112626708	112721912	112726021	112749788	95205	23768	112631589	phastConsE-112631084-112631589	NA	none	112721915	112725952	1.2319192192000006	3981	18589	90323	23768	0.0012171372930866603
NC_000014.8-38016110-38020464	MIPOL1	NC_000014.8	protein_coding	+	4354	38016110	38020464	37969344	38016109	38020465	38058756	46766	38292	NA	none	NA	none	38015709	38022358	1.1903553337500001	4250	19376	46766	38292	0.0006888633754305396
NC_000014.8-38723205-38725575	CLEC14A	NC_000014.8	protein_coding	-	2370	38723205	38725575	38725576	39196167	38682269	38723204	470592	40936	NA	none	NA	none	38700234	38737254	6.353246394146343	162	3162	470592	40936	0.002108814846056516
NC_000014.8-50709152-50713971	L2HGDH	NC_000014.8	protein_coding	-	4819	50709152	50713971	50713972	50732075	50698412	50709151	18104	10740	NA	none	NA	none	50697223	50726944	1.8463329005084745	2610	14393	18104	10740	0.0006227942702927133
NC_000014.8-61744088-61748530	TMEM30B	NC_000014.8	protein_coding	-	4442	61744088	61748530	61748531	61788160	61550452	61744087	39630	193636	NA	none	NA	none	61739500	61751410	0.9756961161538459	5361	22535	39630	193636	0.0009004952723998199
NC_000014.8-70989078-70991650	ADAM20	NC_000014.8	protein_coding	-	2572	70989078	70991650	70991651	71001513	70950474	70989077	9863	38604	NA	none	NA	none	70982738	70991925	9.402230479166661	67	2018	9863	38604	0.0
NC_000014.8-73029125-73033238	RGS6	NC_000014.8	protein_coding	+	4113	73029125	73033238	73020065	73029124	73033239	73086003	9060	52765	NA	none	NA	none	73023727	73036901	1.9334461740983604	2245	13161	9060	52765	0.0012153621779290229
NC_000015.9-23888696-23892993	MAGEL2	NC_000015.9	protein_coding	-	4297	23888696	23892993	23892994	23930553	23813168	23888695	37560	75528	NA	none	NA	none	23885807	23907193	1.0030292919489798	5134	21897	37560	75528	0.0
NC_000015.9-26788693-26793281	GABRB3	NC_000015.9	protein_coding	-	4588	26788693	26793281	26793282	26806078	26378185	26788692	12797	410508	NA	none	NA	none	26761646	26798605	6.94776657826087	299	4406	12797	410508	0.0008716495968620615
NC_000015.9-31664213-31670102	KLF13	NC_000015.9	protein_coding	+	5889	31664213	31670102	31619993	31664212	31670103	31712396	44220	42294	NA	none	NA	none	31664259	31670102	1.1748796277777769	4930	21349	44220	42294	0.0
NC_000015.9-40380091-40384089	BMF	NC_000015.9	protein_coding	-	3998	40380091	40384089	40384090	40396380	40359711	40380090	12291	20380	NA	none	NA	none	40373697	40404303	2.9562198776923085	1185	9164	12291	20380	0.001000250062515629
NC_000015.9-53805938-53809951	WDR72	NC_000015.9	protein_coding	-	4013	53805938	53809951	53809952	53815414	53178740	53805937	5463	627198	NA	none	NA	none	53795745	53811034	4.023914875238097	716	6963	5463	627198	0.0
NC_000015.9-54304845-54308083	UNC13C	NC_000015.9	protein_coding	+	3238	54304845	54308083	54271125	54304844	54308084	54340180	33720	32097	NA	none	NA	none	54304214	54309622	1.0484906689130438	4390	19775	33720	32097	0.00030873726458783575
NC_000015.9-55495164-55497903	RAB27A	NC_000015.9	protein_coding	-	2739	55495164	55497903	55497904	55516086	55489232	55495163	18183	5932	NA	none	NA	none	55492852	55499708	4.902971871522386	341	4668	18183	5932	0.0010948905109489052
NC_000015.9-74027772-74032983	C15orf59	NC_000015.9	protein_coding	-	5211	74027772	74032983	74032984	74043315	74006860	74027771	10332	20912	NA	none	NA	none	74005928	74051642	4.575507237551022	732	7079	10332	20912	0.0007674597083653108
NC_000015.9-75247443-75249775	RPP25	NC_000015.9	protein_coding	-	2332	75247443	75249775	75249776	75287875	75230496	75247442	38100	16947	NA	none	NA	none	75242041	75255322	4.763089783	308	4417	38100	16947	0.0012858979854264896
NC_000015.9-77336359-77339269	TSPAN3	NC_000015.9	protein_coding	-	2910	77336359	77339269	77339270	77344726	77329817	77336358	5457	6542	NA	none	NA	none	77330754	77340148	2.9024939833333336	969	8181	5457	6542	0.0006870491240123669
NC_000015.9-77905366-77908242	LINGO1	NC_000015.9	protein_coding	-	2876	77905366	77908242	77908243	77924651	77826453	77905365	16409	78913	NA	none	NA	none	77902015	77909563	1.657813387037037	2309	13358	16409	78913	0.0003475842891901286
NC_000015.9-79703742-79706228	TMED3	NC_000015.9	protein_coding	+	2486	79703742	79706228	79677064	79703741	79706229	79748439	26678	42211	NA	none	NA	none	79701964	79707502	0.682036672	6617	26056	26678	42211	0.002010454362685967
NC_000015.9-82574460-82577268	SAXO2	NC_000015.9	protein_coding	+	2808	82574460	82577268	82564144	82574459	82577269	82585620	10316	8352	NA	none	NA	none	82574470	82577261	1.773874316078431	2071	12536	10316	8352	0.000355998576005696
NC_000015.9-101715928-101719185	CHSY1	NC_000015.9	protein_coding	-	3257	101715928	101719185	101719186	101775286	101613096	101715927	56101	102832	NA	none	NA	none	101715598	101720921	5.837918161666668	286	4267	56101	102832	0.0009208103130755065
NC_000016.9-2998689-3001209	FLYWCH1	NC_000016.9	protein_coding	+	2520	2998689	3001209	2990159	2998688	3001210	3014216	8530	13007	NA	none	NA	none	2996497	3004792	2.963094934565216	844	7578	8530	13007	0.002380007933359778
NC_000016.9-4012650-4016967	ADCY9	NC_000016.9	protein_coding	-	4317	4012650	4016967	4016968	4027482	4000446	4012649	10515	12204	NA	none	NA	none	4005512	4017841	2.8222787436363643	1346	9843	10515	12204	0.001853138753764188
NC_000016.9-9210525-9213555	C16orf72	NC_000016.9	protein_coding	+	3030	9210525	9213555	9197117	9210524	9213556	9250198	13408	36643	NA	none	NA	none	9181572	9255179	1.6653972956521739	2351	13503	13408	36643	0.0009897723523589574
NC_000016.9-12662363-12668146	SNX29	NC_000016.9	protein_coding	+	5783	12662363	12668146	12618699	12662362	12668147	12753655	43664	85509	NA	none	NA	none	12661159	12668698	2.073782484573644	2503	14068	43664	85509	0.003804253847484005
NC_000016.9-12753656-12758972	CPPED1	NC_000016.9	protein_coding	-	5316	12753656	12758972	12758973	12798480	12668147	12753655	39508	85509	NA	none	NA	none	12753678	12758966	1.0035566859649123	5589	23181	39508	85509	0.0024454477050413845
NC_000016.9-13002336-13005507	SHISA9	NC_000016.9	protein_coding	+	3171	13002336	13005507	12996485	13002335	13005508	13010544	5851	5037	NA	none	NA	none	12997970	13013974	3.531106928571429	735	7041	5851	5037	0.0009457755359394704
NC_000016.9-13328887-13334273	SHISA9	NC_000016.9	protein_coding	+	5386	13328887	13334273	13297407	13328886	13334274	14014013	31480	679740	NA	none	NA	none	13328895	13334268	1.6162415477777776	3274	16501	31480	679740	0.0007426661715558856
NC_000016.9-21261052-21263750	ANKS4B	NC_000016.9	protein_coding	+	2698	21261052	21263750	21245223	21261051	21263751	21269838	15829	6088	NA	none	NA	none	21259183	21263933	5.903535738965519	224	3751	15829	6088	0.0029640607632456465
NC_000016.9-26146933-26149009	HS3ST4	NC_000016.9	protein_coding	+	2076	26146933	26149009	26044253	26146932	26149010	27078218	102680	929209	NA	none	26822790	phastConsE-26822790-26824059	26144146	26151604	1.4344680461538457	2480	13927	102680	673780	0.002407318247472316
NC_000016.9-27078219-27080487	C16orf82	NC_000016.9	protein_coding	+	2268	27078219	27080487	26149010	27078218	27080488	27214806	929209	134319	26824059	phastConsE-26822790-26824059	NA	none	27074795	27083580	0.9198032537666667	4591	20361	254159	134319	0.0017628911414720142
NC_000016.9-27798850-27802788	GSG1L	NC_000016.9	protein_coding	-	3938	27798850	27802788	27802789	27818807	27791693	27798849	16019	7157	NA	none	NA	none	27798979	27802731	2.6006015201075265	1428	10164	16019	7157	0.0007616146230007616
NC_000016.9-54145674-54148379	FTO	NC_000016.9	protein_coding	+	2705	54145674	54148379	54074286	54145673	54148380	54279455	71388	131076	54101828	phastConsE-54101139-54101828	NA	none	54143605	54151890	2.2672619904651157	1393	10001	43845	131076	0.0022172949002217295
NC_000016.9-60391583-60393697	LOC729159	NC_000016.9	protein_coding	-	2114	60391583	60393697	60393698	60687974	60087878	60391582	294277	303705	NA	none	NA	none	60385620	60395891	0.6164533999999999	7121	27476	294277	303705	0.0
NC_000016.9-69496333-69500167	CYB5B	NC_000016.9	protein_coding	+	3834	69496333	69500167	69481182	69496332	69500168	69599710	15151	99543	NA	none	NA	none	68740653	70675326	1.759820891489362	2454	13859	15151	99543	0.0010430247718383311
NC_000017.10-1324647-1326944	CRK	NC_000017.10	protein_coding	-	2297	1324647	1326944	1326945	1339913	1303557	1324646	12969	21090	NA	none	NA	none	1314015	1356550	2.894307855555555	826	7487	12969	21090	0.0
NC_000017.10-1837971-1841102	RTN4RL1	NC_000017.10	protein_coding	-	3131	1837971	1841102	1841103	1921009	1802849	1837970	79907	35122	NA	none	NA	none	1838008	1841036	3.176388696296296	876	7745	79907	35122	0.0015969338869370809
NC_000017.10-4172512-4175811	UBE2G1	NC_000017.10	protein_coding	-	3299	4172512	4175811	4175812	4186092	4167291	4172511	10281	5221	NA	none	NA	none	4167133	4177173	2.867374125294117	1082	8699	10281	5221	0.0006060606060606061
NC_000017.10-9792687-9795420	GLP2R	NC_000017.10	protein_coding	+	2733	9792687	9795420	9783834	9792686	9795421	9801026	8853	5606	NA	none	NA	none	9790478	9798123	8.12344685482143	107	2565	8853	5606	0.0007317965605561653
NC_000017.10-12044464-12047148	MAP2K4	NC_000017.10	protein_coding	+	2684	12044464	12047148	12032605	12044463	12047149	12453284	11859	406136	NA	none	12139479	phastConsE-12139479-12140186	12036101	12053196	7.75309541842105	118	2686	11859	92330	0.0
NC_000017.10-13397349-13400135	HS3ST3A1	NC_000017.10	protein_coding	-	2786	13397349	13400135	13400136	13446845	12921382	13397348	46710	475967	NA	none	NA	none	13384058	13482424	0.9970898510714287	4429	19888	46710	475967	0.0007176175098672408
NC_000017.10-36666180-36668628	ARHGAP23	NC_000017.10	protein_coding	+	2448	36666180	36668628	36654753	36666179	36668629	36686258	11427	17630	NA	none	NA	none	36662940	36669432	2.7248179541315785	961	8135	11427	17630	0.0012249897917517355
NC_000017.10-36686259-36689666	SRCIN1	NC_000017.10	protein_coding	-	3407	36686259	36689666	36689667	36700057	36668629	36686258	10391	17630	NA	none	NA	none	36681161	36692005	2.092340527627119	1802	11583	10391	17630	0.0008802816901408451
NC_000017.10-36827956-36831187	EPOP	NC_000017.10	protein_coding	-	3231	36827956	36831187	36831188	36858514	36762184	36827955	27327	65772	NA	none	NA	none	36804282	36835082	0.8967034214328358	5258	22246	27327	65772	0.0
NC_000017.10-51900239-51902573	KIF2B	NC_000017.10	protein_coding	+	2334	51900239	51902573	51835263	51900238	51902574	52030082	64976	127509	NA	none	NA	none	51894750	51907769	1.9999998181224492	1572	10702	64976	127509	0.0017130620985010706
NC_000017.10-57474462-57479095	YPEL2	NC_000017.10	protein_coding	+	4633	57474462	57479095	57466830	57474461	57479096	57508229	7632	29134	NA	none	NA	none	57472868	57482632	3.004599719344262	1290	9621	7632	29134	0.0015105740181268882
NC_000017.10-58740356-58743641	PPM1D	NC_000017.10	protein_coding	+	3285	58740356	58743641	58734203	58740355	58743642	58755135	6153	11494	NA	none	NA	none	58736398	58745630	3.022489621702127	988	8276	6153	11494	0.0006086427267194157
NC_000017.10-62396775-62401205	PECAM1	NC_000017.10	protein_coding	-	4430	62396775	62401205	62401206	62461566	62386077	62396774	60361	10698	NA	none	NA	none	62396904	62401183	2.836741357686047	1361	9906	60361	10698	0.002031144211238998
NC_000017.10-71279763-71282751	CDC42EP4	NC_000017.10	protein_coding	-	2988	71279763	71282751	71282752	71308031	71258020	71279762	25280	21743	NA	none	NA	none	71269771	71283789	3.9709768422727265	563	6099	25280	21743	0.00234192037470726
NC_000017.10-71330523-71335079	SDK2	NC_000017.10	protein_coding	-	4556	71330523	71335079	71335080	71344737	71308144	71330522	9658	22379	NA	none	NA	none	71327898	71336792	2.1735997872727277	2032	12434	9658	22379	0.0015360983102918587
NC_000017.10-76219546-76221716	BIRC5	NC_000017.10	protein_coding	+	2170	76219546	76221716	76212863	76219545	76221717	76227512	6683	5796	NA	none	NA	none	76217169	76226514	2.436949090624999	1085	8697	6683	5796	0.0018424689083371719
NC_000017.10-80559179-80562483	FOXK2	NC_000017.10	protein_coding	+	3304	80559179	80562483	80545149	80559178	80562484	80572437	14030	9954	NA	none	NA	none	80558304	80563385	1.6672215974999998	2448	13832	14030	9954	0.001210287443267776
NC_000018.9-721592-724632	YES1	NC_000018.9	protein_coding	-	3040	721592	724632	724633	732833	712665	721591	8201	8927	NA	none	NA	none	718021	730271	1.879167341463414	1981	12224	8201	8927	0.0019730351857941467
NC_000018.9-9859225-9862553	RAB31	NC_000018.9	protein_coding	+	3328	9859225	9862553	9845689	9859224	9862554	9880574	13536	18021	NA	none	NA	none	9858022	9862815	1.7758952166666668	2251	13168	13536	18021	0.0012015620306398318
NC_000018.9-13882043-13885645	MC2R	NC_000018.9	protein_coding	-	3602	13882043	13885645	13885646	13915628	13826862	13882042	29983	55181	NA	none	NA	none	13882154	13885613	6.2479218847457645	279	4221	29983	55181	0.0013877324451845685
NC_000018.9-20875977-20878031	TMEM241	NC_000018.9	protein_coding	-	2054	20875977	20878031	20878032	20889643	20840435	20875976	11612	35542	NA	none	NA	none	20871836	20889191	7.325177714705884	94	2382	11612	35542	0.0009732360097323601
NC_000018.9-21178890-21181273	ANKRD29	NC_000018.9	protein_coding	-	2383	21178890	21181273	21181274	21192055	21166582	21178889	10782	12308	NA	none	NA	none	21168393	21194041	1.4573964958536583	2555	14176	10782	12308	0.0025167785234899327
NC_000018.9-42529846-42533305	SETBP1	NC_000018.9	protein_coding	+	3459	42529846	42533305	42457380	42529845	42533306	42550046	72466	16741	NA	none	NA	none	42527333	42541131	1.229352545625	3714	17794	72466	16741	0.0011560693641618498
NC_000018.9-46446223-46448280	SMAD7	NC_000018.9	protein_coding	-	2057	46446223	46448280	46448281	46468850	46389589	46446222	20570	56634	NA	none	NA	none	46352759	46469014	3.1790233514285724	640	6515	20570	56634	0.00048590864917395527
NC_000018.9-54694235-54697036	WDR7	NC_000018.9	protein_coding	+	2801	54694235	54697036	54688081	54694234	54697037	54721801	6154	24765	NA	none	NA	none	54689236	54701811	3.446917034763636	694	6819	6154	24765	0.0003570153516601214
NC_000018.9-54814293-54817639	BOD1L2	NC_000018.9	protein_coding	+	3346	54814293	54817639	54739351	54814292	54817640	54951833	74942	134194	NA	none	NA	none	54810970	54819565	2.0911507908	1785	11519	74942	134194	0.00089632506722438
NC_000018.9-56202066-56205456	ALPK2	NC_000018.9	protein_coding	-	3390	56202066	56205456	56205457	56246045	56196471	56202065	40589	5595	NA	none	NA	none	56201783	56207316	3.70318360474627	714	6939	40589	5595	0.0005897965202005308
NC_000018.9-56585503-56587865	ZNF532	NC_000018.9	protein_coding	+	2362	56585503	56587865	56532812	56585502	56587866	56601664	52691	13799	NA	none	NA	none	56579348	56592127	1.779142183	1898	11919	52691	13799	0.0
NC_000018.9-60051984-60054943	TNFRSF11A	NC_000018.9	protein_coding	+	2959	60051984	60054943	60036718	60051983	60054944	60082876	15266	27933	NA	none	NA	none	60047391	60058662	1.82224308047619	2044	12443	15266	27933	0.0010135135135135136
NC_000018.9-60790579-60795992	BCL2	NC_000018.9	protein_coding	-	5413	60790579	60795992	60795993	60985186	60647677	60790578	189194	142902	NA	none	NA	none	60789053	60799121	2.8728539207142867	1545	10662	189194	142902	0.001847063169560399
NC_000018.9-72775106-72777628	ZNF407	NC_000018.9	protein_coding	+	2522	72775106	72777628	72633015	72775105	72777629	72907062	142091	129434	72737447	phastConsE-72736914-72737447	NA	none	72765116	72806954	0.9028493148636364	4836	21059	37658	129434	0.0007927070947284979
NC_000018.9-72997403-73001905	TSHZ1	NC_000018.9	protein_coding	+	4502	72997403	73001905	72923872	72997402	73001906	73121430	73531	119525	72927032	phastConsE-72926511-72927032	73074925	phastConsE-73074925-73075487	72989390	73007943	1.0199691283050847	5133	21895	70370	73019	0.001554519209415945
NC_000019.9-2511218-2515145	GNG7	NC_000019.9	protein_coding	-	3927	2511218	2515145	2515146	2520605	2478258	2511217	5460	32960	NA	none	NA	none	2502486	2616202	3.5918092873417717	852	7649	5460	32960	0.0012732365673542145
NC_000019.9-4791728-4795571	FEM1A	NC_000019.9	protein_coding	+	3843	4791728	4795571	4772569	4791727	4795572	4815935	19159	20364	NA	none	NA	none	4788896	4796817	5.265510389583334	421	5246	19159	20364	0.0028623471246422066
NC_000019.9-14937139-14939276	OR7A5	NC_000019.9	protein_coding	-	2137	14937139	14939276	14939277	14951759	14910949	14937138	12483	26190	NA	none	NA	none	14930496	14953942	4.722831526315789	287	4258	12483	26190	0.001403180542563143
NC_000019.9-19903520-19906469	ZNF506	NC_000019.9	protein_coding	-	2949	19903520	19906469	19906470	19916839	19887223	19903519	10370	16297	NA	none	NA	none	19789146	20194876	1.9015146798181821	1917	11990	10370	16297	0.001694915254237288
NC_000019.9-20002283-20004293	ZNF253	NC_000019.9	protein_coding	+	2010	20002283	20004293	19990956	20002282	20004294	20011721	11327	7428	NA	none	NA	none	19789146	20194876	2.1589176030303032	1284	9547	11327	7428	0.000997506234413965
NC_000019.9-20043991-20046382	ZNF93	NC_000019.9	protein_coding	+	2391	20043991	20046382	20027465	20043990	20046383	20115226	16526	68844	NA	none	NA	none	19789146	20194876	1.1923120545454544	3364	16734	16526	68844	0.0
NC_000019.9-20115227-20118084	ZNF682	NC_000019.9	protein_coding	-	2857	20115227	20118084	20118085	20133812	20046383	20115226	15728	68844	NA	none	NA	none	19789146	20194876	3.1219563010357136	842	7576	15728	68844	0.0
NC_000019.9-21719082-21723470	ZNF429	NC_000019.9	protein_coding	+	4388	21719082	21723470	21713487	21719081	21723471	21837955	5595	114485	NA	none	NA	none	21712022	21797812	4.022783854947368	776	7280	5595	114485	0.000227842333105491
NC_000019.9-21906843-21910791	ZNF100	NC_000019.9	protein_coding	-	3948	21906843	21910791	21910792	21926818	21841411	21906842	16027	65432	NA	none	NA	none	21742542	21951415	6.469511183809526	289	4311	16027	65432	0.0007596859964547987
NC_000019.9-21987751-21992609	ZNF43	NC_000019.9	protein_coding	-	4858	21987751	21992609	21992610	22000689	21950431	21987750	8080	37320	NA	none	NA	none	21983507	21995899	3.413276712588235	1102	8824	8080	37320	0.0004116920543433512
NC_000019.9-22361903-22364388	ZNF676	NC_000019.9	protein_coding	-	2485	22361903	22364388	22364389	22375817	22322901	22361902	11429	39002	NA	none	NA	none	22355162	22368342	1.6127354159999998	2248	13148	11429	39002	0.0012067578439259854
NC_000019.9-22496473-22499978	ZNF729	NC_000019.9	protein_coding	+	3505	22496473	22499978	22487586	22496472	22499979	22551331	8887	51353	NA	none	NA	none	22435811	22625636	2.0963997894029847	1827	11675	8887	51353	0.0011412268188302425
NC_000019.9-23157685-23159912	ZNF728	NC_000019.9	protein_coding	-	2227	23157685	23159912	23159913	23170109	23041287	23157684	10197	116398	NA	none	23146357	phastConsE-23145852-23146357	23147659	23162201	1.7139304789999996	1957	12130	10197	11327	0.0
NC_000019.9-24309056-24312770	ZNF254	NC_000019.9	protein_coding	+	3714	24309056	24312770	24290155	24309055	24312771	24344994	18901	32224	NA	none	NA	none	24252364	24335967	6.117595881999998	302	4401	18901	32224	0.0
NC_000019.9-30934468-30936639	ZNF536	NC_000019.9	protein_coding	+	2171	30934468	30936639	30863464	30934467	30936640	31025753	71004	89114	30893364	phastConsE-30892686-30893364	30983039	phastConsE-30983039-30983715	30931198	30942625	1.360246182962963	2719	14710	41103	46399	0.0009208103130755065
NC_000019.9-31765851-31770658	TSHZ3	NC_000019.9	protein_coding	-	4807	31765851	31770658	31770659	31799250	31719047	31765850	28592	46804	31795501	phastConsE-31795501-31796039	NA	none	31763825	31771182	0.931720094791667	5810	23789	24842	46804	0.0008319467554076539
NC_000019.9-35248979-35251464	ZNF599	NC_000019.9	protein_coding	-	2485	35248979	35251464	35251465	35258220	35233775	35248978	6756	15204	NA	none	NA	none	35238754	35264623	2.7712423826315797	942	8047	6756	15204	0.0012067578439259854
NC_000019.9-35940617-35942669	FFAR2	NC_000019.9	protein_coding	+	2052	35940617	35942669	35907743	35940616	35942670	35978225	32874	35556	NA	none	NA	none	35937637	35944539	2.871421703333334	777	7241	32874	35556	0.0024354603019970775
NC_000019.9-36726561-36729676	ZNF146	NC_000019.9	protein_coding	+	3115	36726561	36729676	36719722	36726560	36729677	36802244	6839	72568	NA	none	NA	none	36723758	36733605	3.61962973714286	692	6819	6839	72568	0.0012836970474967907
NC_000019.9-36936021-36940903	ZNF566	NC_000019.9	protein_coding	-	4882	36936021	36940903	36940904	36963812	36913800	36936020	22909	22221	NA	none	NA	none	36936030	36940900	1.0429893576666665	5175	22019	22909	22221	0.0012287528158918697
NC_000019.9-37367687-37370477	ZNF345	NC_000019.9	protein_coding	+	2790	37367687	37370477	37353914	37367686	37370478	37379025	13773	8548	NA	none	NA	none	37367692	37370450	2.2957638086764702	1391	9992	13773	8548	0.0017914725904693658
NC_000019.9-38158650-38161457	ZNF781	NC_000019.9	protein_coding	-	2807	38158650	38161457	38161458	38177351	38147163	38158649	15894	11487	NA	none	NA	none	38152910	38195533	1.6909693943137254	2219	13050	15894	11487	0.00035612535612535614
NC_000019.9-44777052-44779470	ZNF233	NC_000019.9	protein_coding	+	2418	44777052	44779470	44771115	44777051	44779471	44790500	5937	11030	NA	none	NA	none	44365490	44787313	2.304557020930232	1271	9498	5937	11030	0.0016535758577924762
NC_000019.9-44790501-44793349	ZNF235	NC_000019.9	protein_coding	-	2848	44790501	44793349	44793350	44801248	44779471	44790500	7899	11030	NA	none	NA	none	44788705	44794647	4.111618128571429	504	5748	7899	11030	0.00035112359550561797
NC_000019.9-44830706-44834089	ZNF112	NC_000019.9	protein_coding	-	3383	44830706	44834089	44834090	44840775	44809179	44830705	6686	21527	NA	none	NA	none	44826977	44842989	4.9077944270149265	422	5243	6686	21527	0.0014775413711583924
NC_000019.9-46913586-46916919	CCDC8	NC_000019.9	protein_coding	-	3333	46913586	46916919	46916920	46969747	46894233	46913585	52828	19353	NA	none	NA	none	46909166	46925087	2.89376713945946	1073	8663	52828	19353	0.0012001200120012002
NC_000019.9-47421933-47425613	ARHGAP35	NC_000019.9	protein_coding	+	3680	47421933	47425613	47354253	47421932	47425614	47440520	67680	14907	NA	none	NA	none	47416902	47426957	2.478741490567166	1468	10316	67680	14907	0.0005433306166802499
NC_000019.9-52326992-52329443	FPR3	NC_000019.9	protein_coding	+	2451	52326992	52329443	52298585	52326991	52329444	52359055	28407	29612	NA	none	NA	none	52326025	52331018	1.161321902413793	3511	17181	28407	29612	0.00040816326530612246
NC_000019.9-52567719-52570863	ZNF841	NC_000019.9	protein_coding	-	3144	52567719	52570863	52570864	52579296	52552378	52567718	8433	15341	NA	none	NA	none	52563660	52571758	4.132719518163265	547	6007	8433	15341	0.0009538950715421304
NC_000019.9-53409146-53411432	ZNF888	NC_000019.9	protein_coding	-	2286	53409146	53411432	53411433	53418448	53394600	53409145	7016	14546	NA	none	NA	none	53404174	53413300	4.322270516666666	372	4881	7016	14546	0.0
NC_000019.9-56950693-56954110	ZNF667	NC_000019.9	protein_coding	-	3417	56950693	56954110	56954111	56960925	56936401	56950692	6815	14292	NA	none	NA	none	56949114	56954301	4.097490192711866	599	6316	6815	14292	0.001462843768285547
NC_000019.9-57132636-57135550	ZNF71	NC_000019.9	protein_coding	+	2914	57132636	57135550	57112960	57132635	57135551	57154526	19676	18976	NA	none	NA	none	57130535	57155738	4.385815128125001	454	5438	19676	18976	0.0006861063464837049
NC_000020.10-278204-280965	ZCCHC3	NC_000020.10	protein_coding	+	2761	278204	280965	271420	278203	280966	300330	6784	19365	NA	none	NA	none	276200	288014	2.492470360416667	1209	9240	6784	19365	0.0
NC_000020.10-2124430-2129201	STK35	NC_000020.10	protein_coding	+	4771	2124430	2129201	2098062	2124429	2129202	2187573	26368	58372	NA	none	NA	none	2119081	2141945	1.627642041956522	3046	15779	26368	58372	0.0006286672254819782
NC_000020.10-6758892-6760927	BMP2	NC_000020.10	protein_coding	+	2035	6758892	6760927	6751120	6758891	6760928	7127113	7772	366186	NA	none	NA	none	6755155	6762107	2.661966903333333	891	7800	7772	366186	0.0
NC_000020.10-8862269-8865547	PLCB1	NC_000020.10	protein_coding	+	3278	8862269	8865547	8812041	8862268	8865548	9049700	50228	184153	NA	none	NA	none	8848856	8879490	6.72196076030303	213	3663	50228	184153	0.000609942055504727
NC_000020.10-20370272-20373897	RALGAPA2	NC_000020.10	protein_coding	-	3625	20370272	20373897	20373898	20392670	20351594	20370271	18773	18678	NA	none	NA	none	20192951	20432757	1.9912515670103093	2006	12321	18773	18678	0.002482073910645339
NC_000020.10-23026270-23030301	THBD	NC_000020.10	protein_coding	-	4031	23026270	23030301	23030302	23059992	23017315	23026269	29691	8955	NA	none	NA	none	23024670	23032663	2.432151056744186	1603	10848	29691	8955	0.0
NC_000020.10-35219313-35222355	TGIF2	NC_000020.10	protein_coding	+	3042	35219313	35222355	35207370	35219312	35222356	35234136	11943	11781	NA	none	NA	none	35215524	35227874	1.7482533797500004	2200	12987	11943	11781	0.000985869208018403
NC_000020.10-36718128-36720766	RPRD1B	NC_000020.10	protein_coding	+	2638	36718128	36720766	36694659	36718127	36720767	36755788	23469	35022	NA	none	NA	none	36717282	36722753	1.2657321330158728	3220	16293	23469	35022	0.00037893141341417203
NC_000020.10-39314488-39317880	MAFB	NC_000020.10	protein_coding	-	3392	39314488	39317880	39317881	39609400	38637172	39314487	291520	677316	NA	none	NA	none	39313140	39319448	0.7562211864864863	6438	25537	291520	677316	0.0005894488653109342
NC_000020.10-39830697-39833706	ZHX3	NC_000020.10	protein_coding	-	3009	39830697	39833706	39833707	39897629	39813842	39830696	63923	16855	NA	none	NA	none	39827698	39841091	2.2914490446428575	1459	10270	63923	16855	0.0019933554817275745
NC_000020.10-49366196-49370278	PARD6B	NC_000020.10	protein_coding	+	4082	49366196	49370278	49354617	49366195	49370279	49411430	11579	41152	NA	none	NA	none	49363009	49390308	2.373358524840909	1675	11123	11579	41152	0.0002449179524859172
NC_000020.10-50003494-50007988	NFATC2	NC_000020.10	protein_coding	-	4494	50003494	50007988	50007989	50015179	49748281	50003493	7191	255213	NA	none	NA	none	50000387	50008602	4.4766448194	661	6683	7191	255213	0.0002224694104560623
NC_000021.8-34442450-34444728	OLIG1	NC_000021.8	protein_coding	+	2278	34442450	34444728	34437386	34442449	34444729	34484009	5064	39281	NA	none	NA	none	34436370	34449434	2.7684541112448997	891	7802	5064	39281	0.0013163668275559457
NC_000022.10-28144265-28147084	MN1	NC_000022.10	protein_coding	-	2819	28144265	28147084	28147085	28192750	27713802	28144264	45666	430463	NA	none	NA	none	28141417	28148419	1.7993197310655733	2032	12399	45666	430463	0.0014184397163120568
NC_000022.10-28192751-28197486	MN1	NC_000022.10	protein_coding	-	4735	28192751	28197486	28197487	28247656	28147085	28192750	50170	45666	NA	none	NA	none	28188203	28207321	1.4465577564473684	3506	17189	50170	45666	0.0
NC_000022.10-42605657-42611347	TCF20	NC_000022.10	protein_coding	-	5690	42605657	42611347	42611348	42665758	42575709	42605656	54411	29948	NA	none	NA	none	42603776	42624662	5.0174115827614685	682	6832	54411	29948	0.0005271481286241434
